game_id,game_date,away,home,final_away_total,final_home_total,target_team,target_side,confidence,profile_type,lean_summary,confidence_context,signal_away,signal_home,signal_gap,core_area_split,core_area_leader,core_gap,away_core_wins,home_core_wins,neutral_core_areas,team_comp_away_count,team_comp_home_count,team_comp_neutral_count,team_comp_decisive_count,team_comp_total_visible,edge_strength,edge_score,signal_alignment_code,signal_alignment_label,model_result,predicted_team,actual_winner,learning_label,ranking_available,ranking_as_of_date,ranking_window_type,ranking_max_data_lag_days,ranking_away_metric_count,ranking_home_metric_count,ranking_source_data_dates,core_area_leaders_json
20250914_SF@NO,2025-09-14,SF,NO,26,21,SF edge,away,Low,confirmed_edge,SF holds the broader matchup edge,Core Areas support the same side as the signal lean,5,2,3,3-1,away,0.24,3,1,0,4,0,1,4,5,moderate,0.8,mixed,Mixed signals — not all signals agreed,Correct,SF,SF,Model aligned with outcome,True,2025-09-11,regular_season_to_date,4,52,52,2025-09-07,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20250921_CIN@MIN,2025-09-21,CIN,MIN,10,48,CIN edge,away,High,confirmed_edge,CIN holds the broader matchup edge,Core Areas support the same side as the signal lean,9,2,7,3-0,away,0.28,3,0,1,5,0,0,5,5,strong,1.0,mixed,Mixed signals — not all signals agreed,Incorrect,CIN,MIN,Model miss — learning opportunity logged,True,2025-09-18,regular_season_to_date,4,52,52,2025-09-14,"{""Defensive Control"": ""neutral"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20250921_LAR@PHI,2025-09-21,LAR,PHI,26,33,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,5,5,0,3-1,neutral,0.037,3,1,1,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,PHI,Neutral — model avoided low-confidence scenario,True,2025-09-18,regular_season_to_date,4,52,55,2025-09-14,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""neutral"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20250921_PIT@NE,2025-09-21,PIT,NE,21,14,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,4,0,0-4,home,0.363,0,4,0,2,2,1,4,5,none,0.0,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,PIT,Neutral — model avoided low-confidence scenario,True,2025-09-18,regular_season_to_date,4,52,52,2025-09-14,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20250928_GB@DAL,2025-09-28,GB,DAL,40,40,GB edge,away,Low,coin_flip_profile,"This matchup is close overall, with a slight lean toward GB","Core Areas are nearly even, limiting confidence",9,0,9,3-2,neutral,0.025,3,2,0,5,0,0,5,5,strong,1.0,strong,All signals agreed,Incorrect,GB,DAL,Model miss — learning opportunity logged,True,2025-09-25,regular_season_to_date,4,52,55,2025-09-21,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""away""}"
20250928_LAC@NYG,2025-09-28,LAC,NYG,18,21,LAC edge,away,High,confirmed_edge,LAC holds the broader matchup edge,Core Areas support the same side as the signal lean,10,0,10,4-0,away,0.429,4,0,0,5,0,0,5,5,strong,1.0,strong,All signals agreed,Incorrect,LAC,NYG,Model miss — learning opportunity logged,True,2025-09-25,regular_season_to_date,4,52,52,2025-09-21,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20250928_TEN@HOU,2025-09-28,TEN,HOU,0,26,TEN edge,away,Low,conflicting_profile,"TEN has signal support, but Core Areas do not fully confirm the edge",Core Area context conflicts with the signal lean,7,1,6,1-3,home,0.183,1,3,0,4,1,0,5,5,strong,0.6,mixed,Mixed signals — not all signals agreed,Incorrect,TEN,HOU,Model miss — learning opportunity logged,True,2025-09-25,regular_season_to_date,4,52,52,2025-09-21,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""away""}"
20250929_CIN@DEN,2025-09-29,CIN,DEN,3,28,DEN edge,home,Medium,confirmed_edge,DEN holds the broader matchup edge,Core Areas support the same side as the signal lean,2,6,4,1-3,home,0.49,1,3,0,2,3,0,5,5,low,0.2,mixed,Mixed signals — not all signals agreed,Correct,DEN,DEN,Model aligned with outcome,True,2025-09-28,regular_season_to_date,7,52,52,2025-09-21,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""away""}"
20251005_DEN@PHI,2025-10-05,DEN,PHI,21,17,PHI edge,home,Low,split_profile,"PHI shows a slight signal lean, but the broader profile is mixed","Core Areas are split, limiting confidence",1,7,6,3-2,home,0.176,3,2,0,1,4,0,5,5,strong,0.6,strong,All signals agreed,Incorrect,PHI,DEN,Model miss — learning opportunity logged,True,2025-10-02,regular_season_to_date,4,52,55,"2025-09-28,2025-09-29","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""home""}"
20251006_KC@JAX,2025-10-06,KC,JAX,28,31,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,4,0,1-2,neutral,0.002,1,2,1,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,JAX,Neutral — model avoided low-confidence scenario,True,2025-10-05,regular_season_to_date,7,52,52,2025-09-28,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""neutral"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""away""}"
20251012_DEN@NYJ,2025-10-12,DEN,NYJ,13,11,DEN edge,away,High,confirmed_edge,DEN holds the broader matchup edge,Core Areas support the same side as the signal lean,6,1,5,4-0,away,0.536,4,0,0,4,1,0,5,5,strong,0.6,strong,All signals agreed,Correct,DEN,DEN,Model aligned with outcome,True,2025-10-09,regular_season_to_date,4,52,52,2025-10-05,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251012_DET@KC,2025-10-12,DET,KC,17,30,DET edge,away,High,confirmed_edge,DET holds the broader matchup edge,Core Areas support the same side as the signal lean,9,2,7,2-1,away,0.095,2,1,1,3,2,0,5,5,low,0.2,strong,All signals agreed,Incorrect,DET,KC,Model miss — learning opportunity logged,True,2025-10-09,regular_season_to_date,4,52,52,"2025-10-05,2025-10-06","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""neutral""}"
20251012_TEN@LV,2025-10-12,TEN,LV,10,20,TEN edge,away,Low,split_profile,"TEN shows a slight signal lean, but the broader profile is mixed","Core Areas are split, limiting confidence",5,2,3,2-2,home,0.185,2,2,0,3,2,0,5,5,low,0.2,mixed,Mixed signals — not all signals agreed,Incorrect,TEN,LV,Model miss — learning opportunity logged,True,2025-10-09,regular_season_to_date,4,52,52,2025-10-05,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251019_LAR@JAX,2025-10-19,LAR,JAX,35,7,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,4,0,4-0,away,0.449,4,0,0,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,LAR,Neutral — model avoided low-confidence scenario,True,2025-10-16,regular_season_to_date,4,52,52,2025-10-12,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251019_NYG@DEN,2025-10-19,NYG,DEN,32,33,DEN edge,home,Medium,confirmed_edge,DEN holds the broader matchup edge,Core Areas support the same side as the signal lean,1,5,4,0-4,home,0.329,0,4,0,1,3,1,4,5,moderate,0.4,strong,All signals agreed,Correct,DEN,DEN,Model aligned with outcome,True,2025-10-16,regular_season_to_date,7,52,52,"2025-10-09,2025-10-12","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251019_WSH@DAL,2025-10-19,WSH,DAL,22,44,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,5,1,1-3,home,0.386,1,3,1,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,DAL,Neutral — model avoided low-confidence scenario,True,2025-10-16,regular_season_to_date,4,52,55,"2025-10-12,2025-10-13","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""neutral"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251026_BUF@CAR,2025-10-26,BUF,CAR,40,9,BUF edge,away,Low,coin_flip_profile,"This matchup is close overall, with a slight lean toward BUF","Core Areas are nearly even, limiting confidence",10,1,9,2-2,neutral,0.012,2,2,0,4,1,0,5,5,strong,0.6,strong,All signals agreed,Correct,BUF,BUF,Model aligned with outcome,True,2025-10-23,regular_season_to_date,10,52,52,"2025-10-13,2025-10-19","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""away""}"
20251026_DAL@DEN,2025-10-26,DAL,DEN,24,44,DAL edge,away,Medium,confirmed_edge,DAL holds the broader matchup edge,Core Areas support the same side as the signal lean,7,4,3,3-1,away,0.301,3,1,1,3,2,0,5,5,low,0.2,mixed,Mixed signals — not all signals agreed,Incorrect,DAL,DEN,Model miss — learning opportunity logged,True,2025-10-23,regular_season_to_date,4,55,52,2025-10-19,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""neutral"", ""Field Control (Special Teams)"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251026_NYJ@CIN,2025-10-26,NYJ,CIN,39,38,CIN edge,home,Medium,confirmed_edge,CIN holds the broader matchup edge,Core Areas support the same side as the signal lean,3,7,4,1-3,home,0.139,1,3,0,1,4,0,5,5,strong,0.6,mixed,Mixed signals — not all signals agreed,Incorrect,CIN,NYJ,Model miss — learning opportunity logged,True,2025-10-23,regular_season_to_date,7,52,52,"2025-10-16,2025-10-19","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251026_TEN@IND,2025-10-26,TEN,IND,14,38,IND edge,home,High,confirmed_edge,IND holds the broader matchup edge,Core Areas support the same side as the signal lean,2,9,7,0-4,home,0.663,0,4,0,0,5,0,5,5,strong,1.0,mixed,Mixed signals — not all signals agreed,Correct,IND,IND,Model aligned with outcome,True,2025-10-23,regular_season_to_date,4,52,52,2025-10-19,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251102_CAR@GB,2025-11-02,CAR,GB,16,13,GB edge,home,High,confirmed_edge,GB holds the broader matchup edge,Core Areas support the same side as the signal lean,0,10,10,1-3,home,0.322,1,3,0,0,5,0,5,5,strong,1.0,strong,All signals agreed,Incorrect,GB,CAR,Model miss — learning opportunity logged,True,2025-10-30,regular_season_to_date,4,52,52,2025-10-26,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""home""}"
20251102_JAX@LV,2025-11-02,JAX,LV,30,29,JAX edge,away,Medium,confirmed_edge,JAX holds the broader matchup edge,Core Areas support the same side as the signal lean,7,3,4,2-0,away,0.349,2,0,2,4,1,0,5,5,strong,0.6,mixed,Mixed signals — not all signals agreed,Correct,JAX,JAX,Model aligned with outcome,True,2025-10-30,regular_season_to_date,11,52,52,2025-10-19,"{""Defensive Control"": ""neutral"", ""Disruption and Turnovers"": ""neutral"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251102_SF@NYG,2025-11-02,SF,NYG,34,24,NYG edge,home,Low,split_profile,"NYG shows a slight signal lean, but the broader profile is mixed","Core Areas are split, limiting confidence",3,7,4,2-2,away,0.134,2,2,0,3,2,0,5,5,low,0.2,strong,All signals agreed,Incorrect,NYG,SF,Model miss — learning opportunity logged,True,2025-10-30,regular_season_to_date,4,52,52,2025-10-26,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""home""}"
20251103_ARI@DAL,2025-11-03,ARI,DAL,27,17,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,4,0,1-4,home,0.434,1,4,0,2,2,1,4,5,none,0.0,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,ARI,Neutral — model avoided low-confidence scenario,True,2025-11-02,regular_season_to_date,14,52,55,"2025-10-19,2025-10-26","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251109_NE@TB,2025-11-09,NE,TB,28,23,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,5,4,1,2-2,away,0.168,2,2,0,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,NE,Neutral — model avoided low-confidence scenario,True,2025-11-06,regular_season_to_date,11,52,52,"2025-10-26,2025-11-02","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251110_PHI@GB,2025-11-10,PHI,GB,10,7,PHI edge,away,Low,split_profile,"PHI shows a slight signal lean, but the broader profile is mixed","Core Areas are split, limiting confidence",8,2,6,3-2,away,0.144,3,2,0,3,2,0,5,5,low,0.2,strong,All signals agreed,Correct,PHI,PHI,Model aligned with outcome,True,2025-11-09,regular_season_to_date,14,55,52,"2025-10-26,2025-11-02","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Field Control (Special Teams)"": ""away"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""away""}"
20251116_CHI@MIN,2025-11-16,CHI,MIN,19,17,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,5,4,1,3-1,away,0.113,3,1,0,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,CHI,Neutral — model avoided low-confidence scenario,True,2025-11-13,regular_season_to_date,4,52,52,2025-11-09,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251116_CIN@PIT,2025-11-16,CIN,PIT,12,34,PIT edge,home,Low,split_profile,"PIT shows a slight signal lean, but the broader profile is mixed","Core Areas are split, limiting confidence",1,7,6,2-2,home,0.335,2,2,0,1,3,1,4,5,moderate,0.4,strong,All signals agreed,Correct,PIT,PIT,Model aligned with outcome,True,2025-11-13,regular_season_to_date,11,52,52,"2025-11-02,2025-11-09","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251117_DAL@LV,2025-11-17,DAL,LV,33,16,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,5,3,2,3-1,away,0.396,3,1,1,3,1,1,4,5,moderate,0.4,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,DAL,Neutral — model avoided low-confidence scenario,True,2025-11-16,regular_season_to_date,13,55,52,"2025-11-03,2025-11-06","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""neutral"", ""Field Control (Special Teams)"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251123_NE@CIN,2025-11-23,NE,CIN,26,20,NE edge,away,High,confirmed_edge,NE holds the broader matchup edge,Core Areas support the same side as the signal lean,9,1,8,4-0,away,0.546,4,0,0,4,1,0,5,5,strong,0.6,strong,All signals agreed,Correct,NE,NE,Model aligned with outcome,True,2025-11-20,regular_season_to_date,7,52,52,"2025-11-13,2025-11-16","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251123_PIT@CHI,2025-11-23,PIT,CHI,28,31,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,6,4,2,1-3,neutral,0.055,1,3,0,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,CHI,Neutral — model avoided low-confidence scenario,True,2025-11-20,regular_season_to_date,4,52,52,2025-11-16,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251124_CAR@SF,2025-11-24,CAR,SF,9,20,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,5,5,0,2-2,neutral,0.028,2,2,0,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,SF,Neutral — model avoided low-confidence scenario,True,2025-11-23,regular_season_to_date,7,52,52,2025-11-16,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251127_CIN@BAL,2025-11-27,CIN,BAL,32,14,BAL edge,home,High,confirmed_edge,BAL holds the broader matchup edge,Core Areas support the same side as the signal lean,2,8,6,0-5,home,0.448,0,5,0,2,3,0,5,5,low,0.2,strong,All signals agreed,Incorrect,BAL,CIN,Model miss — learning opportunity logged,True,2025-11-24,regular_season_to_date,1,52,55,2025-11-23,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251127_KC@DAL,2025-11-27,KC,DAL,28,31,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,4,0,3-2,home,0.133,3,2,0,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,DAL,Neutral — model avoided low-confidence scenario,True,2025-11-24,regular_season_to_date,1,52,55,2025-11-23,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""away""}"
20251130_DEN@WSH,2025-11-30,DEN,WSH,27,26,DEN edge,away,Medium,confirmed_edge,DEN holds the broader matchup edge,Core Areas support the same side as the signal lean,5,2,3,3-0,away,0.454,3,0,1,3,2,0,5,5,low,0.2,strong,All signals agreed,Correct,DEN,DEN,Model aligned with outcome,True,2025-11-28,regular_season_to_date,12,52,52,2025-11-16,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""neutral""}"
20251130_JAX@TEN,2025-11-30,JAX,TEN,25,3,JAX edge,away,High,confirmed_edge,JAX holds the broader matchup edge,Core Areas support the same side as the signal lean,9,2,7,3-0,away,0.595,3,0,1,5,0,0,5,5,strong,1.0,mixed,Mixed signals — not all signals agreed,Correct,JAX,JAX,Model aligned with outcome,True,2025-11-28,regular_season_to_date,5,52,52,2025-11-23,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""neutral"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251201_NYG@NE,2025-12-01,NYG,NE,15,33,NE edge,home,High,confirmed_edge,NE holds the broader matchup edge,Core Areas support the same side as the signal lean,0,9,9,0-3,home,0.252,0,3,1,0,5,0,5,5,strong,1.0,strong,All signals agreed,Correct,NE,NE,Model aligned with outcome,True,2025-11-30,regular_season_to_date,7,52,52,2025-11-23,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""neutral"", ""Scoring Efficiency"": ""home""}"
20251207_HOU@KC,2025-12-07,HOU,KC,20,10,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,5,4,1,2-2,home,0.156,2,2,0,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,HOU,Neutral — model avoided low-confidence scenario,True,2025-12-04,regular_season_to_date,7,52,52,"2025-11-27,2025-11-30","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251207_IND@JAX,2025-12-07,IND,JAX,19,36,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,5,4,1,3-1,away,0.222,3,1,0,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,JAX,Neutral — model avoided low-confidence scenario,True,2025-12-04,regular_season_to_date,4,52,52,2025-11-30,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251214_MIN@DAL,2025-12-14,MIN,DAL,34,26,DAL edge,home,Low,split_profile,"DAL shows a slight signal lean, but the broader profile is mixed","Core Areas are split, limiting confidence",4,7,3,2-3,home,0.394,2,3,0,2,3,0,5,5,low,0.2,mixed,Mixed signals — not all signals agreed,Incorrect,DAL,MIN,Model miss — learning opportunity logged,True,2025-12-11,regular_season_to_date,7,52,55,"2025-12-04,2025-12-07","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20251214_NYJ@JAX,2025-12-14,NYJ,JAX,20,48,JAX edge,home,High,confirmed_edge,JAX holds the broader matchup edge,Core Areas support the same side as the signal lean,2,8,6,0-4,home,0.654,0,4,0,0,5,0,5,5,strong,1.0,mixed,Mixed signals — not all signals agreed,Correct,JAX,JAX,Model aligned with outcome,True,2025-12-11,regular_season_to_date,4,52,52,2025-12-07,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
